construct,genotype,mouse_id,sex,session_nr,block_nr,block_Id,trial_nr,trialtype,validity,CRonset,CRamp,CRpeaktime,FEC_amp,FEC_time,AmpAtTimeX,startle,CR
C57Bl/6J,wt,148,female,7,4,75732,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,4,75893,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,4,76053,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,4,76213,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,4,74770,12,tone10,valid,NaN,NaN,NaN,0.0605173153105406,672,0.0251653070682875,1,0
C57Bl/6J,wt,148,female,2,4,74931,12,tone10,valid,NaN,NaN,NaN,0.0831134105865089,837,0.021341563344812,1,0
C57Bl/6J,wt,148,female,3,4,75091,12,tone10,valid,NaN,NaN,NaN,0.213131682037905,691,0.158358443727198,1,0
C57Bl/6J,wt,148,female,4,4,75251,12,tone10,valid,NaN,NaN,NaN,0.19714352388154,693,0.0936200418335437,1,0
C57Bl/6J,wt,148,female,5,4,75412,12,tone10,valid,NaN,0.381751384591778,762,0.381751384591778,762,0.369435640337125,1,1
C57Bl/6J,wt,148,female,6,4,75572,12,tone10,valid,NaN,NaN,NaN,0.0211111245109112,813,-0.0175265439707001,1,0
C57Bl/6J,wt,148,female,7,4,75732,12,tone10,valid,NaN,0.259495302730842,741,0.259495302730842,741,0.204510545495837,1,1
C57Bl/6J,wt,148,female,8,4,75893,12,tone10,valid,NaN,0.419291983637127,759,0.419291983637127,759,0.40696466276305,1,1
C57Bl/6J,wt,148,female,9,4,76053,12,tone10,valid,NaN,NaN,NaN,-0.00289574936054547,891,-0.0909260265314104,1,0
C57Bl/6J,wt,148,female,10,4,76213,12,tone10,valid,NaN,0.590502464051377,792,0.590502464051377,792,0.567588395797176,1,1
C57Bl/6J,wt,148,female,1,5,74773,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,5,74934,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,5,75094,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,5,75254,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,5,75415,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,5,75575,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,5,75736,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,5,75896,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,5,76056,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,5,76216,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,5,74773,12,tone10,valid,NaN,NaN,NaN,0.0482509684088898,978,0.0189601835119143,0,0
C57Bl/6J,wt,148,female,2,5,74934,12,tone10,valid,NaN,NaN,NaN,0.0907049876493551,687,0.0277133860192468,1,0
C57Bl/6J,wt,148,female,3,5,75094,12,tone10,valid,NaN,NaN,NaN,0.153096119366975,801,0.148086185689922,1,0
C57Bl/6J,wt,148,female,4,5,75254,12,tone10,valid,NaN,0.178844189049689,828,0.178844189049689,828,0.0161851542017402,1,1
C57Bl/6J,wt,148,female,5,5,75415,12,tone10,valid,NaN,0.317602695499823,816,0.317602695499823,816,0.264663561653438,1,1
C57Bl/6J,wt,148,female,6,5,75575,12,tone10,valid,NaN,NaN,NaN,0.039816638240278,765,0.0256054394506632,1,0
C57Bl/6J,wt,148,female,7,5,75736,12,tone10,valid,NaN,0.38770912450622,696,0.38770912450622,696,0.326553190526072,1,1
C57Bl/6J,wt,148,female,8,5,75896,12,tone10,valid,NaN,0.394440179921578,801,0.394440179921578,801,0.356894467869131,1,1
C57Bl/6J,wt,148,female,9,5,76056,12,tone10,valid,NaN,NaN,NaN,0.205753752022011,912,0.173442424411404,1,0
C57Bl/6J,wt,148,female,10,5,76216,12,tone10,valid,NaN,0.647404138051222,930,0.647404138051222,930,0.585892594826612,1,1
C57Bl/6J,wt,148,female,1,6,74776,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,6,74937,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,6,75097,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,6,75257,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,6,75418,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,6,75578,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,6,75739,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,6,75899,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,6,76059,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,6,76219,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,6,74776,12,tone10,valid,NaN,NaN,NaN,-0.00476529071937348,705,-0.0251642302011957,1,0
C57Bl/6J,wt,148,female,2,6,74937,12,tone10,valid,NaN,NaN,NaN,0.12260897055796,672,0.0653240769593482,1,0
C57Bl/6J,wt,148,female,3,6,75097,12,tone10,valid,NaN,NaN,NaN,-0.0192203050682529,747,-0.0257271091732059,1,0
C57Bl/6J,wt,148,female,4,6,75257,12,tone10,valid,NaN,0.258829400145827,738,0.258829400145827,738,0.182045051947687,1,1
C57Bl/6J,wt,148,female,5,6,75418,12,tone10,valid,NaN,NaN,NaN,0.00771138877195152,729,-0.0290501795057583,0,0
C57Bl/6J,wt,148,female,6,6,75578,12,tone10,valid,NaN,0.0764805982160318,747,0.0764805982160318,747,0.0749257624622447,1,1
C57Bl/6J,wt,148,female,7,6,75739,12,tone10,valid,NaN,0.177130331222409,831,0.177130331222409,831,0.159044365195653,1,1
C57Bl/6J,wt,148,female,8,6,75899,12,tone10,valid,NaN,0.657058417159283,762,0.657058417159283,762,0.634113815349454,1,1
C57Bl/6J,wt,148,female,9,6,76059,12,tone10,valid,NaN,0.406791497458317,912,0.406791497458317,912,0.256875746665189,1,1
C57Bl/6J,wt,148,female,10,6,76219,12,tone10,valid,NaN,0.574941095965352,780,0.574941095965352,780,0.549990221644111,1,1
C57Bl/6J,wt,148,female,1,7,74779,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,7,74939,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,7,75100,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,7,75260,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,7,75421,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,7,75581,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,7,75742,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,7,75902,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,7,76062,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,7,76222,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,7,74779,12,tone10,valid,NaN,NaN,NaN,0.0428528490511119,801,0.0196079036838167,1,0
C57Bl/6J,wt,148,female,2,7,74939,12,tone10,valid,NaN,NaN,NaN,0.0601079280052766,675,0.0167848658883037,1,0
C57Bl/6J,wt,148,female,3,7,75100,12,tone10,valid,NaN,NaN,NaN,-0.0150634653415986,870,-0.0836140212642015,1,0
C57Bl/6J,wt,148,female,4,7,75260,12,tone10,valid,NaN,NaN,NaN,-0.156520445338411,678,-0.211449298961261,0,0
C57Bl/6J,wt,148,female,5,7,75421,12,tone10,valid,NaN,0.323805622209147,1001,0.323805622209147,1001,0.237731566383156,1,1
C57Bl/6J,wt,148,female,6,7,75581,12,tone10,valid,NaN,NaN,NaN,0.0916473990599242,690,0.0569901101080081,1,0
C57Bl/6J,wt,148,female,7,7,75742,12,tone10,valid,NaN,0.275759588690137,777,0.275759588690137,777,0.162668855496832,1,1
C57Bl/6J,wt,148,female,8,7,75902,12,tone10,valid,NaN,0.567749984090225,771,0.567749984090225,771,0.520376240304329,1,1
C57Bl/6J,wt,148,female,9,7,76062,12,tone10,valid,NaN,0.451387925322166,783,0.451387925322166,783,0.355901187933468,1,1
C57Bl/6J,wt,148,female,10,7,76222,12,tone10,valid,NaN,0.273191400236004,837,0.273191400236004,837,0.233524602080399,1,1
C57Bl/6J,wt,148,female,1,8,74782,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,8,74942,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,8,75103,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,8,75263,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,8,75424,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,8,75584,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,8,75745,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,8,75905,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,8,76064,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,8,76225,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,8,74782,12,tone10,valid,NaN,NaN,NaN,0.0407706803776688,651,0.010033816814561,1,0
C57Bl/6J,wt,148,female,2,8,74942,12,tone10,valid,NaN,NaN,NaN,0.281395464212294,663,0.227726271122188,1,0
C57Bl/6J,wt,148,female,3,8,75103,12,tone10,valid,NaN,0.0783698426393702,843,0.0783698426393702,843,0.0634622351125297,1,1
C57Bl/6J,wt,148,female,4,8,75263,12,tone10,valid,NaN,0.108043991313137,963,0.108043991313137,963,0.0785003913452132,1,1
C57Bl/6J,wt,148,female,5,8,75424,12,tone10,valid,NaN,NaN,NaN,0.364768084663303,723,0.349531219158299,1,0
C57Bl/6J,wt,148,female,6,8,75584,12,tone10,valid,NaN,0.345489511062637,813,0.345489511062637,813,0.301923013241521,1,1
C57Bl/6J,wt,148,female,7,8,75745,12,tone10,valid,NaN,0.0905870882497257,846,0.0905870882497257,846,0.0722588358380572,1,1
C57Bl/6J,wt,148,female,8,8,75905,12,tone10,valid,NaN,0.792087116935412,765,0.792087116935412,765,0.698034920327554,1,1
C57Bl/6J,wt,148,female,9,8,76064,12,tone10,valid,NaN,NaN,NaN,0.0231192425641799,849,-0.0245769333439798,1,0
C57Bl/6J,wt,148,female,10,8,76225,12,tone10,valid,NaN,NaN,NaN,0.108056499681538,681,0.0498887130836522,1,0
C57Bl/6J,wt,148,female,1,9,74785,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,9,74945,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,9,75106,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,9,75266,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,9,75427,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,9,75586,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,9,75748,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,9,75908,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,9,76067,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,9,76228,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,9,74785,12,tone10,valid,NaN,NaN,NaN,0.0346115236622998,681,0.00593609138921024,1,0
C57Bl/6J,wt,148,female,2,9,74945,12,tone10,valid,NaN,0.123202860257146,864,0.123202860257146,864,0.0659397479868989,1,1
C57Bl/6J,wt,148,female,3,9,75106,12,tone10,valid,NaN,NaN,NaN,0.199521402946413,720,0.0589377762281335,1,0
C57Bl/6J,wt,148,female,4,9,75266,12,tone10,valid,NaN,NaN,NaN,0.37607300738351,987,0.154665242648445,1,0
C57Bl/6J,wt,148,female,5,9,75427,12,tone10,valid,NaN,0.385706409477899,864,0.385706409477899,864,0.260259104934266,1,1
C57Bl/6J,wt,148,female,6,9,75586,12,tone10,valid,NaN,0.290730434777739,939,0.290730434777739,939,0.116417798420658,1,1
C57Bl/6J,wt,148,female,7,9,75748,12,tone10,valid,NaN,0.157662591690353,765,0.157662591690353,765,0.152503316905731,1,1
C57Bl/6J,wt,148,female,8,9,75908,12,tone10,valid,NaN,NaN,NaN,0.124406006845846,702,0.0513816639850802,1,0
C57Bl/6J,wt,148,female,9,9,76067,12,tone10,valid,NaN,NaN,NaN,0.0329013632853969,816,0.0118533806451867,1,0
C57Bl/6J,wt,148,female,10,9,76228,12,tone10,valid,NaN,NaN,NaN,-0.01405589682834,876,-0.0153798207719161,1,0
C57Bl/6J,wt,148,female,1,10,74788,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,10,74948,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,10,75109,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,10,75269,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,10,75430,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,10,75589,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,10,75751,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,10,75911,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,10,76069,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,10,76231,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,10,74788,12,tone10,valid,NaN,0.0633039089001773,846,0.0633039089001773,846,0.0318132383728092,1,1
C57Bl/6J,wt,148,female,2,10,74948,12,tone10,valid,NaN,NaN,NaN,0.0173815435975206,981,-0.0186883361740767,1,0
C57Bl/6J,wt,148,female,3,10,75109,12,tone10,valid,NaN,NaN,NaN,0.0326238327504387,753,0.0312797042029367,1,0
C57Bl/6J,wt,148,female,4,10,75269,12,tone10,valid,NaN,NaN,NaN,0.393153656628467,684,0.242292720622046,1,0
C57Bl/6J,wt,148,female,5,10,75430,12,tone10,valid,NaN,NaN,NaN,0.0252876515589833,684,0.00819414119146908,1,0
C57Bl/6J,wt,148,female,6,10,75589,12,tone10,valid,NaN,0.30258369405002,876,0.30258369405002,876,0.161466801036296,1,1
C57Bl/6J,wt,148,female,7,10,75751,12,tone10,valid,NaN,0.341069822034567,789,0.341069822034567,789,0.251167321091484,1,1
C57Bl/6J,wt,148,female,8,10,75911,12,tone10,valid,NaN,0.104064123405443,930,0.104064123405443,930,0.0311901137260678,1,1
C57Bl/6J,wt,148,female,9,10,76069,12,tone10,valid,NaN,0.121080140423469,852,0.121080140423469,852,0.0450997546594813,1,1
C57Bl/6J,wt,148,female,10,10,76231,12,tone10,valid,NaN,0.451725090034816,882,0.451725090034816,882,0.392708634242331,1,1
C57Bl/6J,wt,148,female,1,11,74791,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,11,74953,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,11,75112,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,11,75271,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,11,75433,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,11,75592,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,11,75753,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,11,75914,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,11,76072,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,11,76234,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,11,74791,12,tone10,valid,NaN,NaN,NaN,0.080683989944477,774,0.0472395748362708,1,0
C57Bl/6J,wt,148,female,2,11,74953,12,tone10,valid,NaN,NaN,NaN,0.00230677336176991,942,-0.0390777505307633,1,0
C57Bl/6J,wt,148,female,3,11,75112,12,tone10,valid,NaN,NaN,NaN,0.138338932043951,672,0.0637703460336684,1,0
C57Bl/6J,wt,148,female,4,11,75271,12,tone10,valid,NaN,NaN,NaN,-0.118444982499226,693,-0.186815932343162,1,0
C57Bl/6J,wt,148,female,5,11,75433,12,tone10,valid,NaN,0.0785352360051937,891,0.0785352360051937,891,0.0320819815451788,1,1
C57Bl/6J,wt,148,female,6,11,75592,12,tone10,valid,NaN,0.467822899785585,870,0.467822899785585,870,0.336967922746856,1,1
C57Bl/6J,wt,148,female,7,11,75753,12,tone10,valid,NaN,0.316391842064216,771,0.316391842064216,771,0.282044183967699,1,1
C57Bl/6J,wt,148,female,8,11,75914,12,tone10,valid,NaN,0.775152309551468,837,0.775152309551468,837,0.578967507835976,1,1
C57Bl/6J,wt,148,female,9,11,76072,12,tone10,valid,NaN,NaN,NaN,1.03264800713478,885,0.655451798056328,1,0
C57Bl/6J,wt,148,female,10,11,76234,12,tone10,valid,NaN,0.542970505321129,882,0.542970505321129,882,0.505934581668784,1,1
C57Bl/6J,wt,148,female,1,12,74794,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,12,74956,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,12,75115,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,12,75275,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,12,75436,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,12,75595,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,12,75756,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,12,75917,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,12,76075,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,12,76237,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,12,74794,12,tone10,valid,NaN,NaN,NaN,0.0148159374281978,792,-0.020920666203984,1,0
C57Bl/6J,wt,148,female,2,12,74956,12,tone10,valid,NaN,NaN,NaN,0.676114083074198,1001,0.553811924307581,1,0
C57Bl/6J,wt,148,female,3,12,75115,12,tone10,valid,NaN,NaN,NaN,0.104026690547593,720,0.0747002495111854,1,0
C57Bl/6J,wt,148,female,4,12,75275,12,tone10,valid,NaN,NaN,NaN,0.0271227654736622,696,-0.0125749359562325,1,0
C57Bl/6J,wt,148,female,5,12,75436,12,tone10,valid,NaN,0.12222394626493,885,0.12222394626493,885,0.0883587439727374,1,1
C57Bl/6J,wt,148,female,6,12,75595,12,tone10,valid,NaN,0.103655302296277,921,0.103655302296277,921,0.0182637226982856,1,1
C57Bl/6J,wt,148,female,7,12,75756,12,tone10,valid,NaN,0.250369001705335,786,0.250369001705335,786,0.13555375953706,1,1
C57Bl/6J,wt,148,female,8,12,75917,12,tone10,valid,NaN,NaN,NaN,0.0602707146675594,738,0.0426817324447911,1,0
C57Bl/6J,wt,148,female,9,12,76075,12,tone10,valid,NaN,0.318148909617581,771,0.318148909617581,771,0.270735890426554,1,1
C57Bl/6J,wt,148,female,10,12,76237,12,tone10,valid,NaN,NaN,NaN,0.0177008970723793,666,0.0118620530135312,1,0
C57Bl/6J,wt,148,female,1,13,74797,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,13,74959,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,13,75117,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,13,75278,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,13,75439,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,13,75598,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,13,75759,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,13,75919,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,13,76078,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,13,76240,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,13,74797,12,tone10,valid,NaN,NaN,NaN,0.0433597150074068,672,0.0265298207441236,1,0
C57Bl/6J,wt,148,female,2,13,74959,12,tone10,valid,NaN,0.503207364118358,990,0.503207364118358,990,0.414818733615253,1,1
C57Bl/6J,wt,148,female,3,13,75117,12,tone10,valid,NaN,0.212781597648033,720,0.212781597648033,720,0.113743762397998,1,1
C57Bl/6J,wt,148,female,4,13,75278,12,tone10,valid,NaN,NaN,NaN,0.780659943982177,795,0.532575841478734,0,0
C57Bl/6J,wt,148,female,5,13,75439,12,tone10,valid,NaN,NaN,NaN,0.0151331657006162,996,-0.0664478095580994,1,0
C57Bl/6J,wt,148,female,6,13,75598,12,tone10,valid,NaN,0.112257368910675,858,0.112257368910675,858,0.0381849936002537,1,1
C57Bl/6J,wt,148,female,7,13,75759,12,tone10,valid,NaN,NaN,NaN,-0.0547035340028229,771,-0.0566845815029954,0,0
C57Bl/6J,wt,148,female,8,13,75919,12,tone10,valid,NaN,NaN,NaN,0.0311894372267516,960,-0.00673210777917382,1,0
C57Bl/6J,wt,148,female,9,13,76078,12,tone10,valid,NaN,0.0601509814205364,945,0.0601509814205364,945,0.0198168801578315,1,1
C57Bl/6J,wt,148,female,10,13,76240,12,tone10,valid,NaN,0.378537318403525,966,0.378537318403525,966,0.316957881643347,1,1
C57Bl/6J,wt,148,female,1,14,74800,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,14,74962,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,3,14,75121,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,4,14,75281,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,14,75442,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,6,14,75601,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,7,14,75762,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,8,14,75922,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,9,14,76081,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,10,14,76243,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,1,14,74800,12,tone10,valid,NaN,NaN,NaN,0.0330892335736993,807,0.00735211007966561,1,0
C57Bl/6J,wt,148,female,2,14,74962,12,tone10,valid,NaN,0.332488840972672,813,0.332488840972672,813,0.30754921999533,1,1
C57Bl/6J,wt,148,female,3,14,75121,12,tone10,valid,NaN,NaN,NaN,0.350883229906597,693,0.221602502337767,1,0
C57Bl/6J,wt,148,female,4,14,75281,12,tone10,invalid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,5,14,75442,12,tone10,valid,NaN,0.217402443880847,876,0.217402443880847,876,0.141230493988246,1,1
C57Bl/6J,wt,148,female,6,14,75601,12,tone10,valid,NaN,NaN,NaN,0.071876791742498,762,0.0567948849307624,1,0
C57Bl/6J,wt,148,female,7,14,75762,12,tone10,valid,NaN,0.0892947041683182,825,0.0892947041683182,825,0.0798455351567037,1,1
C57Bl/6J,wt,148,female,8,14,75922,12,tone10,valid,NaN,0.218477596434103,966,0.218477596434103,966,0.0890031439609487,1,1
C57Bl/6J,wt,148,female,9,14,76081,12,tone10,valid,NaN,0.284881770777363,786,0.284881770777363,786,0.0677634924513666,1,1
C57Bl/6J,wt,148,female,10,14,76243,12,tone10,valid,NaN,NaN,NaN,0.279098409404563,687,0.178327429237756,1,0
C57Bl/6J,wt,148,female,1,15,74803,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,148,female,2,15,74964,1,puff1,valid,NaN,NaN,NaN,NaN,NaN,NaN,0,0
