construct,genotype,mouse_id,sex,session_nr,block_nr,block_Id,trial_tr,validity,trialtype,CRonset,CRamp,CRpeaktime,FEC_amp,FEC_time,AmpAtTimeX,startle,CR
C57Bl/6J,wt,146,female,1,1,76364,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,2,1,76463,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,3,1,76559,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,4,1,76655,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,5,1,76769,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,1,76824,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,1,76888,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,1,76364,6,valid,tone10,NaN,1.02067768256509,879,1.02067768256509,879,0.985306428491102,1,1
C57Bl/6J,wt,146,female,2,1,76463,6,valid,tone10,NaN,NaN,NaN,-0.0272117957260676,1001,-0.203635928185485,1,0
C57Bl/6J,wt,146,female,3,1,76559,6,valid,tone10,NaN,0.797812592277047,825,0.797812592277047,825,0.713693293859763,1,1
C57Bl/6J,wt,146,female,4,1,76655,6,valid,tone10,NaN,0.907392782952975,969,0.907392782952975,969,0.153516244386618,1,1
C57Bl/6J,wt,146,female,5,1,76769,4,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,1,76824,4,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,1,76888,4,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,1,76364,11,valid,tone2,NaN,NaN,NaN,0.0169253148021089,666,0.00691138010745851,1,0
C57Bl/6J,wt,146,female,2,1,76463,11,valid,tone2,NaN,NaN,NaN,0.0851576459095565,972,-0.316415626111368,1,0
C57Bl/6J,wt,146,female,3,1,76559,11,valid,tone2,NaN,NaN,NaN,0.0238183444958578,729,0.0139989235583556,1,0
C57Bl/6J,wt,146,female,4,1,76655,11,valid,tone2,NaN,NaN,NaN,0.013987617149606,738,0.00966773066123433,1,0
C57Bl/6J,wt,146,female,5,1,76769,7,valid,tone10,NaN,0.528520148357485,816,0.528520148357485,816,0.370093128964008,1,1
C57Bl/6J,wt,146,female,6,1,76824,7,valid,tone10,NaN,0.43008768712906,780,0.43008768712906,780,0.343242299322114,1,1
C57Bl/6J,wt,146,female,7,1,76888,7,valid,tone10,NaN,1.07817634262298,870,1.07817634262298,870,0.973219456245606,1,1
C57Bl/6J,wt,146,female,1,1,76364,16,valid,tone18,NaN,NaN,NaN,-0.0135119774687889,696,-0.0476611920546142,1,0
C57Bl/6J,wt,146,female,2,1,76463,16,valid,tone18,NaN,0.417072002573879,822,0.417072002573879,822,0.122828670270464,1,1
C57Bl/6J,wt,146,female,3,1,76559,16,valid,tone18,NaN,0.371749776518601,909,0.371749776518601,909,0.0856169863360147,1,1
C57Bl/6J,wt,146,female,4,1,76655,16,valid,tone18,NaN,0.68062889386901,756,0.68062889386901,756,0.662510413438072,1,1
C57Bl/6J,wt,146,female,5,1,76769,10,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,1,76824,10,valid,tone20,NaN,0.829394226562758,882,0.829394226562758,882,0.171793991330281,1,1
C57Bl/6J,wt,146,female,7,1,76888,10,valid,tone20,NaN,0.102496999480372,819,0.102496999480372,819,0.0552540163049039,1,1
C57Bl/6J,wt,146,female,1,1,76364,21,valid,tone16,NaN,0.721137654467454,765,0.721137654467454,765,0.543070659789809,1,1
C57Bl/6J,wt,146,female,2,1,76463,21,valid,tone16,NaN,0.597800300645034,795,0.597800300645034,795,0.419526402395675,1,1
C57Bl/6J,wt,146,female,3,1,76559,21,valid,tone16,NaN,0.908127195391721,873,0.908127195391721,873,0.755418691447103,1,1
C57Bl/6J,wt,146,female,4,1,76655,21,valid,tone16,NaN,1.00185377599355,762,1.00185377599355,762,0.990036037336887,1,1
C57Bl/6J,wt,146,female,5,1,76769,13,valid,tone2,NaN,NaN,NaN,0.0357350810710828,875,0.031655628852441,1,0
C57Bl/6J,wt,146,female,6,1,76824,13,valid,tone2,NaN,0.364299103378582,870,0.364299103378582,870,0.0673882384735641,1,1
C57Bl/6J,wt,146,female,7,1,76888,13,valid,tone2,NaN,NaN,NaN,-0.00105668871446164,825,-0.0304565284373996,0,0
C57Bl/6J,wt,146,female,1,1,76364,26,valid,tone4,NaN,NaN,NaN,-0.0650126365523169,651,-0.0942623780050533,1,0
C57Bl/6J,wt,146,female,2,1,76463,26,valid,tone4,NaN,NaN,NaN,-0.0193654374363459,750,-0.0196483427924546,1,0
C57Bl/6J,wt,146,female,3,1,76559,26,valid,tone4,NaN,0.59611557201095,885,0.59611557201095,885,0.254844837859251,1,1
C57Bl/6J,wt,146,female,4,1,76655,26,valid,tone4,NaN,0.764383379004785,813,0.764383379004785,813,0.473335722379535,1,1
C57Bl/6J,wt,146,female,5,1,76769,16,valid,tone20,636,0.412352379079027,837,0.412352379079027,837,0.0671749790907043,0,1
C57Bl/6J,wt,146,female,6,1,76824,16,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,1,76888,16,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,2,76367,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,2,2,76466,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,3,2,76560,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,4,2,76657,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,5,1,76769,19,valid,tone18,NaN,NaN,NaN,0.0120287872355473,735,0.0118173522120201,1,0
C57Bl/6J,wt,146,female,6,1,76824,19,valid,tone18,NaN,NaN,NaN,0.221823797932227,690,0.165918970763818,1,0
C57Bl/6J,wt,146,female,7,1,76888,19,valid,tone18,NaN,0.938287140606334,750,0.938287140606334,750,0.937989352174518,1,1
C57Bl/6J,wt,146,female,1,2,76367,6,valid,tone6,NaN,NaN,NaN,0.0491424170660695,825,-0.0406548549528534,1,0
C57Bl/6J,wt,146,female,2,2,76466,6,valid,tone6,NaN,0.917903098324886,783,0.917903098324886,783,0.778341720387617,1,1
C57Bl/6J,wt,146,female,3,2,76560,6,valid,tone6,NaN,0.607782535951894,831,0.607782535951894,831,0.227747711673318,1,1
C57Bl/6J,wt,146,female,4,2,76657,6,valid,tone6,NaN,NaN,NaN,0.0359720829523843,654,-0.000365049190382605,1,0
C57Bl/6J,wt,146,female,5,1,76769,22,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,1,76824,22,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,1,76888,22,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,2,76367,11,valid,tone14,NaN,NaN,NaN,0.0428221419851065,771,0.0242313005124389,1,0
C57Bl/6J,wt,146,female,2,2,76466,11,valid,tone14,NaN,1.05079549476588,897,1.05079549476588,897,0.318984624364338,1,1
C57Bl/6J,wt,146,female,3,2,76560,11,valid,tone14,642,0.571452121436648,903,0.571452121436648,903,-0.0386237323267268,0,1
C57Bl/6J,wt,146,female,4,2,76657,11,valid,tone14,NaN,0.634929002529678,774,0.634929002529678,774,0.588073885893484,1,1
C57Bl/6J,wt,146,female,5,1,76769,25,valid,tone16,NaN,0.852749538259238,876,0.852749538259238,876,0.737243828641777,1,1
C57Bl/6J,wt,146,female,6,1,76824,25,valid,tone16,NaN,0.50117711767177,954,0.50117711767177,954,0.401332659767705,1,1
C57Bl/6J,wt,146,female,7,1,76888,25,invalid,tone16,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,2,76367,16,valid,tone12,NaN,0.714649077392538,834,0.714649077392538,834,0.560898405493203,1,1
C57Bl/6J,wt,146,female,2,2,76466,16,valid,tone12,NaN,0.916900170227524,738,0.916900170227524,738,0.898447953759639,1,1
C57Bl/6J,wt,146,female,3,2,76560,16,valid,tone12,NaN,0.755994992405935,852,0.755994992405935,852,0.627657728720896,1,1
C57Bl/6J,wt,146,female,4,2,76657,16,valid,tone12,NaN,0.688413955391562,855,0.688413955391562,855,0.657298251265174,1,1
C57Bl/6J,wt,146,female,5,1,76769,28,valid,tone20,NaN,0.963683829995845,954,0.963683829995845,954,0.16855933280403,1,1
C57Bl/6J,wt,146,female,6,1,76824,28,valid,tone20,NaN,0.198812057586592,804,0.198812057586592,804,0.0553727843158867,1,1
C57Bl/6J,wt,146,female,7,1,76888,28,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,2,76367,21,valid,tone8,NaN,0.178516365753874,801,0.178516365753874,801,0.101165792225478,1,1
C57Bl/6J,wt,146,female,2,2,76466,21,valid,tone8,NaN,1.04000204609572,786,1.04000204609572,786,0.892281926306094,1,1
C57Bl/6J,wt,146,female,3,2,76560,21,valid,tone8,NaN,0.497677772517527,846,0.497677772517527,846,0.366711398618835,1,1
C57Bl/6J,wt,146,female,4,2,76657,21,valid,tone8,NaN,0.584323072451848,879,0.584323072451848,879,0.410200343445191,1,1
C57Bl/6J,wt,146,female,5,1,76769,31,invalid,tone4,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,1,76824,31,valid,tone4,NaN,NaN,NaN,0.114459270807146,765,0.105482221428728,1,0
C57Bl/6J,wt,146,female,7,1,76888,31,valid,tone4,669,0.128817319835021,801,0.128817319835021,801,0.101271889892029,0,1
C57Bl/6J,wt,146,female,1,2,76367,26,valid,tone10,NaN,0.661227666428313,837,0.661227666428313,837,0.402234501201357,1,1
C57Bl/6J,wt,146,female,2,2,76466,26,valid,tone10,NaN,1.02158751884711,804,1.02158751884711,804,0.953233232421178,1,1
C57Bl/6J,wt,146,female,3,2,76560,26,valid,tone10,NaN,0.696418572345714,726,0.696418572345714,726,0.665382843405016,1,1
C57Bl/6J,wt,146,female,4,2,76657,26,valid,tone10,NaN,0.485475004096983,810,0.485475004096983,810,0.392278148639156,1,1
C57Bl/6J,wt,146,female,5,2,76772,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,2,76826,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,2,76890,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,3,76372,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,2,3,76469,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,3,3,76563,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,4,3,76659,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,5,2,76772,4,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,2,76826,4,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,2,76890,4,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,3,76372,6,valid,tone10,NaN,0.414094303912513,876,0.414094303912513,876,0.1604079583147,1,1
C57Bl/6J,wt,146,female,2,3,76469,6,valid,tone10,NaN,0.707974701384562,786,0.707974701384562,786,0.610481163279444,1,1
C57Bl/6J,wt,146,female,3,3,76563,6,valid,tone10,NaN,0.639244449772435,849,0.639244449772435,849,0.579105082187583,1,1
C57Bl/6J,wt,146,female,4,3,76659,6,valid,tone10,NaN,0.745237291488838,837,0.745237291488838,837,0.634735847257302,1,1
C57Bl/6J,wt,146,female,5,2,76772,7,valid,tone6,NaN,NaN,NaN,-0.0395161362847562,651,-0.0838553044538364,1,0
C57Bl/6J,wt,146,female,6,2,76826,7,valid,tone6,NaN,0.289892804389131,939,0.289892804389131,939,0.236799609259188,1,1
C57Bl/6J,wt,146,female,7,2,76890,7,invalid,tone6,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,3,76372,11,valid,tone2,NaN,NaN,NaN,0.000519027327054979,651,-0.0694993092723773,1,0
C57Bl/6J,wt,146,female,2,3,76469,11,valid,tone2,NaN,NaN,NaN,0.0535422324581045,657,-0.0023642182990491,1,0
C57Bl/6J,wt,146,female,3,3,76563,11,valid,tone2,NaN,NaN,NaN,0.0329009542388791,900,-0.127328027758746,1,0
C57Bl/6J,wt,146,female,4,3,76659,11,valid,tone2,NaN,NaN,NaN,0.0368680148886625,927,-0.00838436125329461,1,0
C57Bl/6J,wt,146,female,5,2,76772,10,valid,tone20,NaN,0.807583883020545,846,0.807583883020545,846,0.0892396092641447,1,1
C57Bl/6J,wt,146,female,6,2,76826,10,valid,tone20,NaN,0.533286812909692,801,0.533286812909692,801,0.45679276996185,1,1
C57Bl/6J,wt,146,female,7,2,76890,10,valid,tone20,687,0.753255919493924,870,0.753255919493924,870,0.270432584817501,0,1
C57Bl/6J,wt,146,female,1,3,76372,16,invalid,tone18,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,2,3,76469,16,valid,tone18,NaN,1.00124536277888,888,1.00124536277888,888,0.363814578791628,1,1
C57Bl/6J,wt,146,female,3,3,76563,16,valid,tone18,NaN,0.550521567142627,741,0.550521567142627,741,0.520048345503454,1,1
C57Bl/6J,wt,146,female,4,3,76659,16,valid,tone18,NaN,NaN,NaN,0.125815153840381,708,0.0981052732642465,1,0
C57Bl/6J,wt,146,female,5,2,76772,13,valid,tone14,NaN,0.388309176605094,831,0.388309176605094,831,0.32458017304314,1,1
C57Bl/6J,wt,146,female,6,2,76826,13,valid,tone14,687,0.17529620489964,801,0.17529620489964,801,-0.0497730485471936,0,1
C57Bl/6J,wt,146,female,7,2,76890,13,valid,tone14,723,0.921825179522134,912,0.921825179522134,912,0.128408510461489,0,1
C57Bl/6J,wt,146,female,1,3,76372,21,valid,tone16,NaN,0.227233332035177,864,0.227233332035177,864,0.110087268878434,1,1
C57Bl/6J,wt,146,female,2,3,76469,21,valid,tone16,NaN,1.09611414728482,789,1.09611414728482,789,0.985563438897764,1,1
C57Bl/6J,wt,146,female,3,3,76563,21,valid,tone16,NaN,0.106465610218727,774,0.106465610218727,774,0.0822288825747298,1,1
C57Bl/6J,wt,146,female,4,3,76659,21,valid,tone16,NaN,NaN,NaN,0.260018525528371,777,0.238882385260628,1,0
C57Bl/6J,wt,146,female,5,2,76772,16,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,2,76826,16,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,2,76890,16,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,3,76372,26,valid,tone4,NaN,NaN,NaN,0.0445485216961033,663,-0.0256395426100179,1,0
C57Bl/6J,wt,146,female,2,3,76469,26,valid,tone4,NaN,0.921013624866782,789,0.921013624866782,789,0.723826449838198,1,1
C57Bl/6J,wt,146,female,3,3,76563,26,valid,tone4,NaN,NaN,NaN,0.0335051115375569,732,0.014526604320865,1,0
C57Bl/6J,wt,146,female,4,3,76659,26,valid,tone4,NaN,0.673090604296931,771,0.673090604296931,771,0.432729615801909,1,1
C57Bl/6J,wt,146,female,5,2,76772,19,valid,tone12,NaN,0.862107627525842,795,0.862107627525842,795,0.52580156657439,1,1
C57Bl/6J,wt,146,female,6,2,76826,19,valid,tone12,NaN,NaN,NaN,0.133180755987253,867,0.0769228987871088,1,0
C57Bl/6J,wt,146,female,7,2,76890,19,valid,tone12,NaN,0.894705208033181,777,0.894705208033181,777,0.843255488518039,1,1
C57Bl/6J,wt,146,female,1,4,76375,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,2,4,76472,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,3,4,76566,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,4,4,76664,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,5,2,76772,22,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,2,76826,22,valid,tone20,NaN,NaN,NaN,0.105741640230976,678,0.0538903100495188,1,0
C57Bl/6J,wt,146,female,7,2,76890,22,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,4,76375,6,valid,tone6,NaN,NaN,NaN,-0.140291966300086,651,-0.194050388598713,1,0
C57Bl/6J,wt,146,female,2,4,76472,6,valid,tone6,NaN,0.56668616344696,834,0.56668616344696,834,0.393511317983487,1,1
C57Bl/6J,wt,146,female,3,4,76566,6,valid,tone6,NaN,NaN,NaN,-0.136353946548509,744,-0.138824087307382,1,0
C57Bl/6J,wt,146,female,4,4,76664,6,valid,tone10,NaN,0.793449553681347,888,0.793449553681347,888,0.670226356776809,1,1
C57Bl/6J,wt,146,female,5,2,76772,25,valid,tone8,NaN,NaN,NaN,-0.00723575424985553,801,-0.026177844887025,1,0
C57Bl/6J,wt,146,female,6,2,76826,25,valid,tone8,NaN,NaN,NaN,0.0609006812296524,906,-0.0199810206840461,1,0
C57Bl/6J,wt,146,female,7,2,76890,25,valid,tone8,NaN,0.985542022769184,774,0.985542022769184,774,0.930870773855305,1,1
C57Bl/6J,wt,146,female,1,4,76375,11,valid,tone14,NaN,NaN,NaN,-0.0319007977097749,768,-0.0536598897073036,0,0
C57Bl/6J,wt,146,female,2,4,76472,11,valid,tone14,NaN,0.759036289108603,933,0.759036289108603,933,0.201299260515731,1,1
C57Bl/6J,wt,146,female,3,4,76566,11,valid,tone14,NaN,0.0797048144854273,738,0.0797048144854273,738,0.0621325755225496,1,1
C57Bl/6J,wt,146,female,4,4,76664,11,valid,tone2,NaN,NaN,NaN,0.000272365712739382,980,-0.00701509497199206,0,0
C57Bl/6J,wt,146,female,5,2,76772,28,valid,tone20,NaN,0.0746908883929872,855,0.0746908883929872,855,0.00194929600299273,0,1
C57Bl/6J,wt,146,female,6,2,76826,28,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,2,76890,28,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,4,76375,16,valid,tone12,NaN,0.846278073652135,810,0.846278073652135,810,0.705653011070082,1,1
C57Bl/6J,wt,146,female,2,4,76472,16,valid,tone12,NaN,0.894430782037133,789,0.894430782037133,789,0.887706181307544,1,1
C57Bl/6J,wt,146,female,3,4,76566,16,valid,tone12,NaN,0.194418933946369,702,0.194418933946369,702,0.134475221075091,1,1
C57Bl/6J,wt,146,female,4,4,76664,16,valid,tone18,NaN,NaN,NaN,0.000407546856300053,883,-0.00363686860962465,0,0
C57Bl/6J,wt,146,female,5,2,76772,31,valid,tone10,NaN,0.645272827119583,756,0.645272827119583,756,0.619950373713623,1,1
C57Bl/6J,wt,146,female,6,2,76826,31,valid,tone10,NaN,NaN,NaN,0.100738506459436,891,0.0434341673795042,1,0
C57Bl/6J,wt,146,female,7,2,76890,31,valid,tone10,NaN,0.829793556382657,774,0.829793556382657,774,0.772320389042144,1,1
C57Bl/6J,wt,146,female,1,4,76375,21,valid,tone8,NaN,0.525803332343541,867,0.525803332343541,867,0.198240173614232,1,1
C57Bl/6J,wt,146,female,2,4,76472,21,valid,tone8,NaN,0.517169880339531,771,0.517169880339531,771,0.398589012229087,1,1
C57Bl/6J,wt,146,female,3,4,76566,21,valid,tone8,NaN,0.57205796625723,846,0.57205796625723,846,0.336000554330027,1,1
C57Bl/6J,wt,146,female,4,4,76664,21,valid,tone16,NaN,0.380124191829058,810,0.380124191829058,810,0.21674483269783,1,1
C57Bl/6J,wt,146,female,5,3,76775,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,3,76829,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,3,76892,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,4,76375,26,valid,tone10,NaN,1.04212282356596,828,1.04212282356596,828,0.728714955574517,1,1
C57Bl/6J,wt,146,female,2,4,76472,26,valid,tone10,NaN,0.956732366569725,756,0.956732366569725,756,0.951402508047543,1,1
C57Bl/6J,wt,146,female,3,4,76566,26,valid,tone10,NaN,0.144101530810296,747,0.144101530810296,747,0.142927602528851,1,1
C57Bl/6J,wt,146,female,4,4,76664,26,valid,tone4,NaN,0.0837342254942147,804,0.0837342254942147,804,0.078174719404832,1,1
C57Bl/6J,wt,146,female,5,3,76775,4,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,3,76829,4,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,3,76892,4,valid,tone20,720,0.411911618532015,795,0.411911618532015,795,0.250387697911581,0,1
C57Bl/6J,wt,146,female,1,5,76377,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,2,5,76475,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,3,5,76569,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,4,5,76667,1,valid,puff1,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,5,3,76775,7,valid,tone10,NaN,NaN,NaN,-0.04214278114468,675,-0.0478764014885638,1,0
C57Bl/6J,wt,146,female,6,3,76829,7,valid,tone10,NaN,0.147672764872151,864,0.147672764872151,864,0.0976811907353134,1,1
C57Bl/6J,wt,146,female,7,3,76892,7,valid,tone10,NaN,0.596105952460568,771,0.596105952460568,771,0.582529507137314,1,1
C57Bl/6J,wt,146,female,1,5,76377,6,valid,tone10,NaN,0.710019539204168,891,0.710019539204168,891,0.378620534303687,1,1
C57Bl/6J,wt,146,female,2,5,76475,6,valid,tone10,NaN,NaN,NaN,0.262276202208468,747,0.256966286293815,1,0
C57Bl/6J,wt,146,female,3,5,76569,6,valid,tone10,NaN,NaN,NaN,0.0194183145559674,702,-0.00201810499999967,1,0
C57Bl/6J,wt,146,female,4,5,76667,6,valid,tone6,NaN,NaN,NaN,0.0281589734711839,723,0.0250912279939344,1,0
C57Bl/6J,wt,146,female,5,3,76775,10,valid,tone20,NaN,0.112021573221582,792,0.112021573221582,792,0.0628117084407296,1,1
C57Bl/6J,wt,146,female,6,3,76829,10,valid,tone20,NaN,0.156390904320657,999,0.156390904320657,999,0.00973010165121383,1,1
C57Bl/6J,wt,146,female,7,3,76892,10,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,5,76377,11,valid,tone2,NaN,NaN,NaN,0.0939268150137487,657,0.0782213445547939,1,0
C57Bl/6J,wt,146,female,2,5,76475,11,valid,tone2,NaN,NaN,NaN,0.0711670185241655,816,-0.00360704329038464,1,0
C57Bl/6J,wt,146,female,3,5,76569,11,valid,tone2,NaN,NaN,NaN,-0.0040221473174613,651,-0.0558828748342076,0,0
C57Bl/6J,wt,146,female,4,5,76667,11,invalid,tone14,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,5,3,76775,13,valid,tone2,NaN,NaN,NaN,-0.077765329033829,735,-0.081372161788116,0,0
C57Bl/6J,wt,146,female,6,3,76829,13,valid,tone2,NaN,NaN,NaN,-0.0195027406403373,651,-0.030610578424588,0,0
C57Bl/6J,wt,146,female,7,3,76892,13,valid,tone2,NaN,NaN,NaN,0.062637847471878,894,0.0524318257632708,1,0
C57Bl/6J,wt,146,female,1,5,76377,16,valid,tone18,NaN,0.18179561819891,957,0.18179561819891,957,0.0898032011734765,1,1
C57Bl/6J,wt,146,female,2,5,76475,16,valid,tone18,NaN,0.741888307377337,927,0.741888307377337,927,0.618106333104589,1,1
C57Bl/6J,wt,146,female,3,5,76569,16,valid,tone18,NaN,0.105257442362406,882,0.105257442362406,882,0.0215783670506651,1,1
C57Bl/6J,wt,146,female,4,5,76667,16,valid,tone12,NaN,0.643323906810286,759,0.643323906810286,759,0.637088244574898,1,1
C57Bl/6J,wt,146,female,5,3,76775,16,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,6,3,76829,16,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,7,3,76892,16,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
C57Bl/6J,wt,146,female,1,5,76377,21,valid,tone16,618,0.090151527688324,882,0.090151527688324,882,-0.0705692953657056,0,1
C57Bl/6J,wt,146,female,2,5,76475,21,valid,tone16,NaN,0.899904148505185,852,0.899904148505185,852,0.624246680184673,1,1
C57Bl/6J,wt,146,female,3,5,76569,21,valid,tone16,NaN,NaN,NaN,-0.0906749052502984,996,-0.114092328781204,1,0
C57Bl/6J,wt,146,female,4,5,76667,21,valid,tone8,NaN,NaN,NaN,0.0311284258790602,762,0.0109814770101037,1,0
C57Bl/6J,wt,146,female,5,3,76775,19,valid,tone18,NaN,0.395493589456295,777,0.395493589456295,777,0.368778152365921,1,1
C57Bl/6J,wt,146,female,6,3,76829,19,valid,tone18,NaN,NaN,NaN,-0.0146101226469449,867,-0.0834635870507968,1,0
C57Bl/6J,wt,146,female,7,3,76892,19,valid,tone18,NaN,0.528945429644645,726,0.528945429644645,726,0.505217105964023,1,1
C57Bl/6J,wt,146,female,1,5,76377,26,valid,tone4,NaN,NaN,NaN,0.0285544462446946,678,-0.0945094562852707,1,0
C57Bl/6J,wt,146,female,2,5,76475,26,valid,tone4,NaN,NaN,NaN,-0.116488543620565,651,-0.198117619833132,1,0
C57Bl/6J,wt,146,female,3,5,76569,26,valid,tone4,NaN,NaN,NaN,0.0303855683274916,888,0.0194900464653314,1,0
C57Bl/6J,wt,146,female,4,5,76667,26,valid,tone10,NaN,0.735896920573552,852,0.735896920573552,852,0.565180015117148,1,1
C57Bl/6J,wt,146,female,5,3,76775,22,valid,tone20,NaN,0.200498584247291,840,0.200498584247291,840,0.133821927710281,1,1
C57Bl/6J,wt,146,female,6,3,76829,22,valid,tone20,615,0.297529297871326,783,0.297529297871326,783,0.183525814051581,0,1
C57Bl/6J,wt,146,female,7,3,76892,22,invalid,tone20,NaN,NaN,NaN,NaN,NaN,NaN,0,0
